Subject,Course,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
HDFS,405,Adolescent Development,3,11,2,3,2,3,3,1,0,0,0,0,1,0,3.32,"Frantz, Kelly M"
HDFS,425,Critical Family Transitions,1,17,5,2,4,1,2,1,1,0,1,0,0,0,3.46,"Hardesty, Jennifer L"
HIST,100,Global History,1,7,2,0,3,3,2,4,0,0,0,0,0,0,3.14,"Green, Christopher"
HIST,100,Global History,2,6,2,0,7,1,1,1,0,1,0,0,1,0,3.12,"Green, Christopher"
HIST,100,Global History,2,16,3,2,2,0,0,1,0,0,0,0,0,0,3.76,"Williams, Beth A"
HIST,100,Global History,1,13,3,2,4,0,1,0,0,0,0,0,0,0,3.67,"Matsushita, Elizabeth A"
HIST,100,Global History,3,21,0,0,0,0,1,0,0,0,0,0,0,0,3.93,"Williams, Beth A"
HIST,100,Global History,3,11,2,2,4,0,1,0,0,1,0,0,0,0,3.57,"Williams, Beth A"
HIST,100,Global History,2,13,2,2,3,1,0,0,0,0,2,0,0,0,3.51,"Matsushita, Elizabeth A"
HIST,100,Global History,1,14,2,4,0,0,0,0,0,0,0,0,1,0,3.67,"Matsushita, Elizabeth A"
HIST,100,Global History,1,11,1,2,5,2,0,3,0,0,0,0,0,0,3.39,"Green, Christopher"
HIST,101,History Now!,3,5,7,3,8,0,3,0,0,0,0,0,0,0,3.4,"Nobili, Mauro"
HIST,101,History Now!,0,12,8,7,9,0,0,0,0,0,0,0,2,0,3.36,"Steinberg, Mark D"
HIST,105,Latin America to Independence,0,12,12,4,0,7,0,1,0,0,0,0,0,0,3.5,"Brosseder, Claudia R"
HIST,110,History of Africa,1,7,13,5,3,3,4,0,0,1,0,0,0,0,3.35,"Nobili, Mauro"
HIST,120,East Asian Civilizations,4,6,5,0,2,1,1,2,0,4,0,0,0,0,3.15,"Chen, Xiao"
HIST,120,East Asian Civilizations,3,9,1,4,2,2,1,2,0,0,0,0,0,0,3.44,"Zhang, Shaodan"
HIST,120,East Asian Civilizations,1,9,5,2,4,1,1,1,0,0,0,0,0,0,3.5,"Chen, Xiao"
HIST,120,East Asian Civilizations,3,6,5,2,1,2,0,1,1,1,0,1,0,0,3.26,"Chen, Xiao"
HIST,130,History of South Asia,0,8,12,5,4,2,2,0,0,0,0,0,0,0,3.48,"Ali, Tariq O"
HIST,141,Western Civ to 1660,0,9,0,3,5,0,2,3,0,0,1,0,0,0,3.16,"Diaz, Valerie M"
HIST,142,Western Civ Since 1660,5,13,1,2,3,1,0,0,1,0,0,0,0,0,3.68,"Vitale, Stephen T"
HIST,164,The Automobile,0,14,4,2,5,1,0,0,0,0,0,0,1,0,3.52,"Harshman, Matthew J"
HIST,171,US Hist to 1877,1,2,2,4,6,3,1,3,1,0,0,0,0,0,2.99,"Day, Thomas R"
HIST,172,US Hist Since 1877,0,2,5,4,6,4,1,0,0,0,0,0,0,0,3.21,"Jones, Douglas R"
HIST,200,Intro Hist Interpretation,0,3,4,3,5,0,1,2,0,0,0,0,3,0,2.76,"Rabin, Dana"
HIST,202,American Environmental History,5,8,3,6,4,2,2,1,0,0,1,0,4,0,3,"Morrissey, Robert M"
HIST,212,History of Eastern Africa,0,6,1,4,9,2,1,2,0,0,0,0,3,0,2.85,"Brennan, James R"
HIST,247,Medieval Europe,3,7,1,3,3,1,0,1,1,0,0,0,4,0,2.88,"Navalesi, Kent E"
HIST,259,20thC World from Midcentury,0,12,13,12,2,0,0,0,1,0,0,0,0,0,3.58,"Ali, Tariq O"
HIST,263,US History of Medicine,0,11,5,8,11,1,2,0,0,0,3,0,0,0,3.23,"Reagan, Leslie J"
HIST,264,Technology in Western Society,3,8,2,2,6,8,4,4,5,2,0,0,0,0,2.86,"Henderson, Sandra L"
HIST,271,Nineteenth Century America,0,6,5,3,5,1,2,2,0,0,0,0,1,0,3.15,"Schneider, Dorothee"
HIST,273,Illinois History,0,14,1,8,5,2,1,1,0,0,0,0,0,0,3.47,"Mumford, Kevin"
HIST,276,Afro-American Hist Since 1877,0,10,2,6,8,3,2,0,0,0,0,0,0,0,3.35,"Mumford, Kevin"
HIST,300,Between China and the World,3,8,7,4,1,1,0,0,0,0,1,0,0,0,3.59,"Fu, Poshek"
HIST,355,Soviet Jewish History,0,10,7,4,1,1,0,1,0,0,0,0,0,0,3.61,"Avrutin, Eugene M"
HIST,361,Euro Thght & Soc Since 1789,1,3,12,3,7,1,0,0,0,1,0,0,0,0,3.39,"Liebersohn, Harry M"
HIST,370,Colonial America,1,8,7,4,4,3,1,0,0,0,0,0,1,0,3.36,"Morrissey, Robert M"
HIST,400,"War, Soc, Politics, & Culture",0,8,3,6,4,1,0,1,0,0,0,0,0,0,3.46,"Toller-Clark, Ian"
HIST,439,The Ottoman Empire,2,5,7,3,3,1,0,0,0,0,0,0,1,0,3.45,"Todorova, Maria N"
HORT,100,Introduction to Horticulture,14,8,6,3,7,1,0,2,0,2,1,0,1,0,3.36,"Voigt, Thomas B"
HORT,105,Vegetable Gardening,4,4,6,2,1,1,0,1,0,0,0,1,1,0,3.29,"Norton, Margaret A"
HORT,105,Vegetable Gardening,4,5,5,3,3,4,0,2,1,0,0,0,0,0,3.32,"Norton, Margaret A"
HORT,106,The Sustainable Home Garden,7,30,24,12,14,4,1,1,1,0,0,1,1,0,3.49,"Kling, Gary J"
HORT,107,Introduction to Floral Design,0,20,1,3,5,0,0,0,0,0,0,0,0,0,3.75,"Noland, Dianne A"
HORT,107,Introduction to Floral Design,0,16,3,1,3,0,0,0,1,0,0,0,1,0,3.56,"Noland, Dianne A"
HORT,107,Introduction to Floral Design,1,16,2,4,7,0,0,0,0,0,0,0,0,0,3.66,"Noland, Dianne A"
HORT,360,Vegetable Crop Production,0,4,8,5,3,2,2,0,0,0,0,1,0,0,3.27,"Branham, Bruce E"
HRD,400,Principles of HRE,0,5,11,4,2,1,0,0,0,0,0,0,0,0,3.58,"Jacobs, Ronald L"
HRD,411,Training System Design,0,12,2,5,0,2,1,0,0,0,0,0,0,0,3.64,"Oh, Eunjung"
IB,100,Biology in Today's World,0,68,0,0,109,0,0,43,0,0,22,0,24,1,2.66,"Chen, Liqing"
IB,104,Animal Biology,0,9,1,3,5,2,0,0,2,0,0,0,0,0,3.33,"Francis, Bettina M"
IB,105,Environmental Biology,0,43,0,0,7,0,0,2,0,0,0,0,0,0,3.79,"Harmon-Threatt, Alexandra"
IB,105,Environmental Biology,63,79,52,32,30,18,13,14,7,5,7,5,13,4,3.23,"Punyasena, Surangi W"
IB,150,Organismal & Evolutionary Biol,1,14,4,2,3,0,0,1,0,0,0,0,0,0,3.69,"Caceres, Carla E"
IB,150,Organismal & Evolutionary Biol,1,17,8,10,12,11,5,8,3,2,3,1,0,1,2.95,"Clegg, Benjamin F"
IB,199,Undergraduate Open Seminar,0,81,0,0,1,0,0,0,0,0,0,0,0,1,3.99,"Arias Chauca, Lily C"
IB,204,Genetics,3,29,12,24,72,24,20,23,3,2,3,0,3,6,2.92,"Heath, Katy D"
IB,270,Evolution of Molecules & Cells,0,4,6,3,4,3,0,1,0,0,0,0,0,0,3.33,"Dean, Charles-Antoine E"
IB,303,Anatomy,1,5,7,10,4,12,4,3,5,4,5,0,2,0,2.6,"Anderson, Philip S"
IB,360,Evolution and Human Health,0,33,0,2,13,0,2,0,0,0,0,0,0,0,3.65,"Roseman, Charles C"
IB,360,Evolution and Human Health,4,47,0,10,35,0,3,2,0,0,0,0,0,0,3.5,"Roseman, Charles C"
IB,360,Evolution and Human Health,4,14,0,8,22,0,1,2,0,0,0,0,0,0,3.35,"Roseman, Charles C"
IB,372,Ecology and Evolution,3,13,0,4,3,0,0,0,0,0,0,0,0,0,3.75,"Berlocher, Stewart H"
IB,401,Introduction to Entomology,0,15,0,0,6,0,0,2,0,0,0,0,0,0,3.55,"Hanks, Lawrence M"
IB,411,Bioinspiration,16,35,9,3,12,2,3,2,1,1,2,1,5,0,3.32,"Alleyne, Marianne"
IB,426,Env and Evol Physl of Animals,2,4,0,1,4,6,2,1,1,0,0,0,0,1,3.03,"Cheng-De Vries, Chi-Hing"
IB,452,Ecosystem Ecology,1,15,14,17,7,2,1,0,0,0,0,0,0,0,3.52,"Yang, Wendy"
IB,462,Mammalogy,3,5,2,1,2,4,1,3,2,0,0,0,0,0,3.09,"Schooley, Robert L"
IB,494,Theoretical Biology + Models,8,12,4,3,1,1,0,0,0,0,0,0,0,0,3.8,"O'Dwyer, James P"
IE,300,Analysis of Data,2,16,8,14,9,10,6,5,3,0,4,1,4,0,2.87,"King, Douglas M"
IE,300,Analysis of Data,6,12,14,16,10,8,1,3,0,0,1,0,1,0,3.3,"He, Niao"
IE,310,Determin Models in Optmzation,0,22,20,19,5,2,0,0,3,1,1,2,3,0,3.25,"Chandrasekaran, Karthekey"
IE,360,Facilities Planning and Design,4,11,4,9,16,1,6,1,0,0,0,1,0,1,3.24,"Marla, Lavanya"
IE,400,Design & Anlys of Experiments,1,16,1,7,4,2,2,1,1,0,0,0,1,0,3.38,"Chronopoulou, Alexandra"
IE,410,Stochastic Processes & Applic,5,14,3,4,7,2,0,1,0,0,2,0,3,0,3.27,"Jacobson, Sheldon H"
IE,411,Optimization of Large Systems,1,4,4,4,5,1,2,0,0,0,0,1,0,0,3.23,"Chen, Xin"
IE,412,OR Models for Mfg Systems,4,10,3,4,4,5,2,4,3,3,0,0,0,0,3.07,"King, Douglas M"
IE,430,Economic Found of Quality Syst,6,19,25,10,16,1,1,2,2,0,0,0,0,0,3.48,"Date, Ketan Hemant"
IE,522,Statistical Methods in Finance,2,23,9,11,10,1,1,2,3,0,1,0,0,1,3.41,"Feng, Liming"
IE,523,Financial Computing,3,9,25,16,10,2,0,0,0,0,0,0,0,0,3.51,"Sreenivas, Ramavarapu S"
IE,524,Optimization in Finance,1,19,9,13,6,1,0,0,0,0,0,0,0,0,3.61,"Wang, Qiong"
IE,529,Stats of Big Data & Clustering,3,13,14,2,2,0,0,0,0,0,0,0,0,0,3.77,"Beck, Carolyn L"
IE,598,Deep Learning,8,18,10,9,4,2,1,0,0,0,0,0,0,0,3.66,"Sirignano, Justin A"
IHLT,101,Introduction to i-Health,0,73,0,0,10,0,0,3,0,0,1,0,0,0,3.78,"Frasca, Elizabeth A"
IHLT,102,Survey of Interdisc Health,39,11,2,0,1,0,1,0,0,0,0,0,1,0,3.87,"Vizcarra-Catala, Marcela"
IHLT,102,Survey of Interdisc Health,26,10,5,6,1,0,1,0,0,0,1,0,1,0,3.7,"DiFilippo, Kristen N"
IHLT,230,Leadership in Health,8,16,3,0,1,0,0,0,0,0,0,0,1,0,3.79,"DiFilippo, Kristen N"
IHLT,240,Aging and Health Policy,9,8,0,2,0,1,0,1,0,0,0,0,0,0,3.78,"Bobitt, Julie L"
IHLT,375,Interdis Collab in Health Serv,10,10,7,2,0,1,0,0,0,0,1,0,0,0,3.74,"Bobitt, Julie L"
INFO,202,Social Aspects Info Tech,11,20,17,26,14,7,5,2,3,2,0,1,2,0,3.25,"Kendall, Lori S"
INFO,490,Foundations of Data Science,8,93,21,23,45,4,6,29,0,0,5,0,4,2,3.28,"Brunner, Robert J"
IS,451,Intro to Network Systems,4,16,0,0,1,0,0,0,0,0,0,0,0,0,3.95,"Wolske, Martin B"
IS,452,Foundations Info Processing,0,23,0,0,0,2,0,0,0,0,0,0,1,0,3.71,"Wickes, Elizabeth D"
IS,452,Foundations Info Processing,0,20,0,0,1,0,0,0,0,0,0,0,0,0,3.94,"Wickes, Elizabeth D"
IS,452,Foundations Info Processing,0,24,0,1,0,0,0,0,0,0,0,0,0,0,3.97,"LaLone, Nicolas J"
IS,458,Instruc Strat Tech Info Prof,10,10,0,2,3,0,0,0,0,0,0,0,0,0,3.84,"Wong, Melissa A"
IS,490,Introduction to Databases,0,14,8,4,0,0,1,0,0,0,0,0,0,0,3.74,"Blake, Catherine L"
IS,490,Introduction to Databases,0,15,10,2,0,0,0,0,0,0,0,0,0,0,3.83,"Blake, Catherine L"
IS,490,Introduction to Databases,1,8,4,2,0,0,3,0,0,0,0,0,3,0,3.06,"Trainor, Kevin"
IS,490,Introduction to Data Science,4,14,17,13,3,0,0,0,0,0,0,0,0,0,3.66,"Stodden, Victoria"
IS,501,Info Org and Access,0,12,10,4,1,0,0,0,0,0,0,0,0,0,3.74,"Knox, Emily J"
IS,501,Info Org and Access,0,40,5,1,1,0,0,0,0,0,0,0,0,0,3.93,"Smith, Linda C"
IS,501,Info Org and Access,0,30,4,1,0,0,1,0,0,0,0,0,0,0,3.9,"Smith, Linda C"
IS,501,Info Org and Access,4,13,1,0,3,0,0,0,0,0,0,0,0,0,3.84,"Schneider, Jodi A"
IS,502,Libraries Info and Society,1,11,8,2,1,0,0,0,0,0,0,0,0,0,3.81,"McDowell, Kathleen"
IS,502,Libraries Info and Society,2,10,7,1,1,0,0,0,0,0,0,0,0,1,3.83,"LaBarre, Kathryn A"
IS,502,Libraries Info and Society,0,13,4,1,2,3,0,0,0,0,0,0,0,0,3.69,"Ocepek, Melissa G"
IS,503,Use and Users of Information,0,18,3,1,2,1,0,0,0,0,0,0,0,0,3.8,"Cooke, Nicole A"
IS,504,Reference and Info Services,0,25,2,1,0,0,0,1,0,0,0,0,0,0,3.89,"Holba Puacz, Jeanne T"
IS,504,Reference and Info Services,0,19,5,0,1,0,0,0,0,0,0,0,1,0,3.74,"Holba Puacz, Jeanne T"
IS,505,Adm Mgt of Libs Info Centers,6,11,4,2,4,1,0,0,0,0,0,0,1,0,3.59,"Wong, Melissa A"
IS,506,Youth Services Librarianship,8,12,1,2,0,0,0,0,0,0,0,0,0,0,3.93,"Tilley, Carol L"
IS,508,Collection Development,0,22,1,0,2,0,0,0,0,0,0,0,0,0,3.91,"Barnhart, Anne C"
IS,508,Collection Development,0,22,1,0,0,0,0,0,0,0,0,0,1,0,3.82,"Holba Puacz, Jeanne T"
IS,514,History of Children's Lit,0,20,3,1,2,0,0,0,0,0,0,0,0,0,3.87,"Hoiem, Elizabeth F"
IS,542,"Data, Stat, Info",5,19,8,12,2,0,0,0,0,0,0,0,0,0,3.72,"Stodden, Victoria"
IS,543,Sociotechnical Info Systems,0,11,3,5,7,3,0,0,0,0,0,0,0,0,3.47,"Darch, Peter T"
IS,561,Information Modeling,0,11,5,2,3,1,5,1,0,0,0,0,0,0,3.37,"Dubin, David S"
IS,561,Information Modeling,0,21,9,0,1,0,0,0,0,0,0,0,0,0,3.87,"Schneider, Jodi A"
IS,567,Academic Librarianship,10,6,3,0,1,2,0,0,1,0,1,0,0,0,3.58,"Wong, Melissa A"
IS,580,Rare Book and Spec Colls,1,9,4,6,1,0,0,0,0,0,0,0,0,0,3.7,"Berger, Sidney E"
IS,590,Theory & Prac of Data Cleaning,2,12,6,1,0,0,0,0,0,0,0,0,0,0,3.86,"Ludaescher, Bertram"
IS,590,Data Mining,0,26,12,1,1,0,0,0,0,0,0,0,0,0,3.86,"Torvik, Vetle I"
IS,590,Data Visualization,0,27,11,3,6,0,0,0,0,0,0,0,0,0,3.75,"Turk, Matthew J"
IS,590,Progr Analytics & Data Process,0,13,4,4,1,2,0,1,0,0,1,0,0,0,3.51,"Weible, John D"
JOUR,199,Getting Started in Journalism,4,6,3,3,2,1,0,1,0,0,0,0,1,0,3.41,"Meyer, Eric K"
JOUR,200,Introduction to Journalism,11,47,51,28,19,12,9,1,0,2,3,2,3,1,3.36,"Follis, Jennifer E"
JOUR,200,Introduction to Journalism,11,22,15,9,8,11,0,0,3,0,0,0,1,0,3.44,"Follis, Jennifer E"
JOUR,205,History of American Journalism,1,2,5,4,12,5,2,4,3,0,4,0,2,0,2.61,"Craft, Stephanie L"
JOUR,293,Digital Photography 4 Everyone,18,12,6,5,2,1,0,1,0,0,0,0,0,0,3.76,"Johnson, Brian K"
JOUR,311,Media Law,2,20,5,3,5,0,2,1,0,0,2,0,0,0,3.5,"Holden, Benjamin A"
JOUR,360,The Media and You,6,16,12,2,0,0,0,0,0,0,0,0,0,0,3.85,"Tate, Alexis M"
KIN,100,Cond & Wt Control,0,19,0,0,4,0,0,1,0,0,0,0,0,1,3.75,"Morales, Dakota G"
KIN,100,Weight Training I,0,20,0,0,6,0,0,0,0,0,0,0,0,0,3.77,"Kinder, Christopher J"
KIN,100,Weight Training I,0,19,0,0,2,0,0,3,0,0,0,0,0,2,3.67,"Morales, Dakota G"
KIN,101,Aerobics I,17,2,2,0,0,0,0,0,0,0,0,0,1,0,3.79,"Chaparro, Gioella N"
KIN,101,Aerobics I,21,5,1,0,1,0,0,0,0,0,0,0,0,0,3.95,"Evans, Nicole P"
KIN,102,Bowling,0,25,0,0,0,0,0,0,0,0,1,0,1,0,3.74,"Adamson, Brynn C"
KIN,104,Ice Skating,0,20,0,0,3,0,0,0,0,0,1,0,0,0,3.75,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,41,0,0,7,0,0,5,0,0,1,0,0,1,3.63,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,33,0,0,7,0,0,7,0,0,2,0,3,0,3.25,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,36,0,0,6,0,0,2,0,0,0,0,1,1,3.69,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,38,0,0,8,0,0,3,0,0,1,0,1,0,3.59,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,18,0,0,4,0,0,1,0,0,0,0,0,0,3.74,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,38,0,0,4,0,0,2,0,0,1,0,1,0,3.67,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,27,0,0,3,0,0,0,0,0,1,0,0,1,3.81,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,28,0,0,4,0,0,5,0,0,0,0,0,0,3.62,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,43,0,0,5,0,0,0,0,0,0,0,0,0,3.9,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,35,0,0,3,0,0,1,0,0,0,0,0,1,3.87,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,35,0,0,5,0,0,4,0,0,3,0,1,0,3.46,"Clarke, Caitlin L"
KIN,104,Ice Skating,0,35,0,0,5,0,0,6,0,0,1,0,2,0,3.43,"Clarke, Caitlin L"
KIN,109,Basketball,0,25,0,0,3,0,0,1,0,0,0,0,1,0,3.7,"Kinder, Christopher J"
KIN,109,Basketball,0,23,0,0,3,0,0,0,0,0,1,0,0,0,3.78,"Morales, Dakota G"
KIN,120,Injuries in Sport,15,3,4,3,2,1,1,0,0,1,1,1,0,0,3.46,"Scott, Brittany M"
KIN,122,Physical Activity and Health,31,44,35,23,22,5,6,8,4,2,2,1,1,0,3.4,"Kaplan, Justine"
KIN,122,Physical Activity and Health,3,25,7,4,17,10,0,13,10,0,4,2,4,1,2.8,"Wilund, Kenneth"
KIN,122,Physical Activity and Health,319,91,110,49,38,25,7,3,7,1,3,4,17,2,3.6,"Bensken, Jeanine D"
KIN,125,Orientation KIN & Comm Health,0,105,0,0,9,0,0,2,0,0,0,0,0,0,3.89,"Meinert, Cassandra J"
KIN,140,Social Sci of Human Movement,0,14,31,16,16,25,11,6,2,3,1,0,3,0,3,"Trinh, Linda"
KIN,142,Contemporary Issues in Sport,0,398,0,0,51,0,0,24,0,0,8,0,14,1,3.64,"Sydnor, Synthia"
KIN,142,Contemporary Issues in Sport,0,170,0,0,22,0,0,6,0,0,2,0,2,0,3.76,"Sydnor, Synthia"
KIN,150,Bioscience of Human Movement,0,60,0,0,35,0,0,31,0,0,6,0,3,0,3.06,"Boppart, Marni"
KIN,160,Introduction to Kinesiology,13,7,9,3,0,0,0,0,0,1,0,0,1,0,3.66,"Shelley, Susan"
KIN,201,Phys Activity Research Methods,1,30,13,20,10,11,2,4,1,1,0,0,3,1,3.26,"Amjod, Raja M"
KIN,247,Intro to Sport Psychology,0,22,0,0,4,0,0,0,0,0,0,0,0,0,3.85,"Mullen, Sean P"
KIN,247,Intro to Sport Psychology,0,621,28,18,30,8,2,8,1,0,7,0,6,1,3.82,"Phansikar, Madhura Abhay"
KIN,249,Sport & Modern Society,0,14,0,0,8,0,0,1,0,0,0,0,1,0,3.42,"Castaneda, Yvette D"
KIN,249,Sport & Modern Society,268,175,67,60,39,18,16,6,11,2,4,1,19,0,3.58,"Clarke, Caitlin L"
KIN,257,"Coordination, Control & Skill",2,3,5,6,1,3,0,2,0,0,0,0,0,0,3.33,"Lopez-Ortiz, Citlali"
KIN,259,Motor Development and Control,1,7,13,21,30,23,6,14,3,3,2,1,0,0,2.86,"Sosnoff, Jacob J"
KIN,262,"Motor Develop, Growth & Form",2,11,8,4,14,5,2,2,0,0,0,0,0,0,3.31,"Carlson, Kristin N"
KIN,268,Children's Movement,0,12,17,9,5,3,1,0,0,0,0,0,0,0,3.53,"McLoughlin, Gabriella M"
KIN,340,Soc & Psych of Phys Activity,0,25,16,10,18,10,9,2,1,0,0,1,2,0,3.19,"Petruzzello, Steven J"
KIN,352,Bioenergetics of Movement,0,26,1,0,27,0,0,13,0,0,6,0,0,0,3.02,"Konopka, Adam R"
KIN,355,Biomechanics of Human Movement,6,16,9,18,8,10,5,8,3,0,2,0,2,0,3.06,"Hernandez, Manuel E"
KIN,365,Civic Engagement in Wellness,5,12,4,0,3,0,0,0,0,0,0,0,0,0,3.82,"Castaneda, Yvette D"
KIN,369,Coaching Strategies,4,21,13,5,0,5,0,0,0,0,0,0,1,0,3.63,"Crull, Gary S"
KIN,387,Exper in the Agency Setting,18,2,0,0,0,1,0,0,0,0,0,0,0,0,3.94,"Carlson, Kristin N"
KIN,442,"Body, Culture & Society",0,16,10,0,1,0,0,0,1,0,0,0,0,0,3.77,"Littlefield, Melissa M"
KIN,448,Exercise & Health Psychology,0,24,25,2,8,0,0,0,0,1,0,0,0,1,3.67,"Gothe, Neha P"
KIN,453,Nutrition for Performance,29,25,0,8,6,1,0,1,2,0,1,0,0,0,3.71,"Burd, Nicholas A"
LA,222,Islamic Gardens & Architecture,1,5,6,12,3,3,1,2,1,1,0,0,1,0,3.12,"Grossman, Heather E"
LA,280,Design Communications I,2,7,4,2,3,0,0,0,1,0,0,1,1,0,3.27,"Dharwadker, Aneesha"
LA,370,Environmental Sustainability,0,21,9,5,1,0,1,4,0,1,0,0,1,0,3.45,"Sullivan, William C"
LA,452,Natural Precedent in Planting,0,17,8,2,0,0,0,0,0,0,0,0,0,0,3.85,"Kraszewska, Katherine T"
LAS,101,Freshman Seminar,6,4,4,3,2,2,1,2,0,0,0,0,1,0,3.29,"Soranso, Murillo S"
LAS,101,Freshman Seminar,9,4,2,2,3,2,0,0,1,0,1,0,0,1,3.46,"Soranso, Murillo S"
LAS,101,Freshman Seminar,5,8,1,3,2,2,1,1,1,0,1,0,0,0,3.36,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,10,3,0,3,0,0,0,0,0,0,0,0,0,3.83,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,6,1,0,5,2,2,2,0,1,1,0,1,0,3,"Soranso, Murillo S"
LAS,101,Freshman Seminar,7,9,1,1,2,0,1,3,0,0,0,0,0,0,3.56,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,7,3,0,2,0,2,1,1,0,0,0,0,0,3.56,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,7,6,0,5,0,0,1,0,0,0,0,1,0,3.46,"Soranso, Murillo S"
LAS,101,Freshman Seminar,1,9,3,5,5,1,0,0,0,0,0,0,0,0,3.56,"Soranso, Murillo S"
LAS,101,Freshman Seminar,7,7,5,1,1,1,0,0,1,1,0,1,0,0,3.48,"Soranso, Murillo S"
LAS,101,Freshman Seminar,2,11,5,1,2,1,0,1,0,0,1,0,1,0,3.41,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,7,3,2,3,2,1,1,0,0,0,1,0,0,3.38,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,9,3,1,0,0,1,3,0,0,0,0,0,0,3.63,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,7,4,2,2,1,0,0,0,0,0,0,1,0,3.6,"Soranso, Murillo S"
LAS,101,Freshman Seminar,5,10,2,1,4,0,0,1,0,0,0,0,1,0,3.53,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,9,3,0,0,0,1,0,0,0,1,0,3,0,3.29,"Soranso, Murillo S"
LAS,101,Freshman Seminar,6,6,1,1,2,4,0,1,0,1,0,0,0,0,3.41,"Soranso, Murillo S"
LAS,101,Freshman Seminar,3,11,1,1,7,0,0,0,2,0,0,0,0,0,3.49,"Soranso, Murillo S"
LAS,101,Freshman Seminar,9,8,4,0,3,0,1,1,0,0,0,0,0,0,3.69,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,8,1,1,3,1,0,0,2,1,2,0,1,0,3.06,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,10,4,1,3,0,0,2,0,0,0,0,1,0,3.48,"Soranso, Murillo S"
LAS,101,Freshman Seminar,5,6,3,1,4,1,2,0,0,0,0,0,2,0,3.24,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,5,5,4,2,0,1,1,0,2,0,0,0,0,3.36,"Soranso, Murillo S"
LAS,101,Freshman Seminar,6,5,3,3,6,1,0,0,0,0,0,0,0,0,3.57,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,6,3,2,4,2,1,0,0,0,0,0,2,1,3.22,"Soranso, Murillo S"
LAS,101,Freshman Seminar,5,6,3,1,4,0,0,2,0,0,0,0,2,1,3.23,"Soranso, Murillo S"
LAS,101,Freshman Seminar,6,12,1,1,2,1,1,0,0,0,0,0,1,0,3.6,"Soranso, Murillo S"
LAS,101,Freshman Seminar,9,8,2,1,3,0,1,0,0,0,1,0,0,0,3.64,"Soranso, Murillo S"
LAS,101,Freshman Seminar,9,10,1,0,0,0,0,2,0,1,0,0,0,2,3.7,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,8,3,1,2,0,1,4,1,0,0,0,0,0,3.35,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,7,1,5,2,1,1,0,0,0,0,0,0,0,3.65,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,4,3,1,2,2,0,2,0,2,0,0,0,0,3.35,"Soranso, Murillo S"
LAS,101,Freshman Seminar,8,4,3,2,4,0,0,0,1,0,1,0,0,0,3.49,"Soranso, Murillo S"
LAS,101,Freshman Seminar,6,8,6,1,1,1,0,1,0,0,0,0,1,0,3.56,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,4,3,1,3,1,3,1,1,1,0,0,0,2,3.18,"Soranso, Murillo S"
LAS,101,Freshman Seminar,10,6,3,0,0,1,1,0,0,0,0,0,0,0,3.81,"Soranso, Murillo S"
LAS,101,Freshman Seminar,9,6,2,0,1,1,0,2,0,0,0,1,1,0,3.38,"Soranso, Murillo S"
LAS,101,Freshman Seminar,4,6,6,2,2,0,0,1,0,0,0,1,0,0,3.52,"Soranso, Murillo S"
LAS,101,Freshman Seminar,9,8,1,1,2,2,0,0,0,0,1,0,1,0,3.49,"Soranso, Murillo S"
LAS,101,Freshman Seminar,6,8,5,2,1,0,1,0,0,0,1,0,0,0,3.64,"Soranso, Murillo S"
LAS,101,Freshman Seminar,7,7,1,1,4,2,1,2,0,1,0,0,0,0,3.38,"Soranso, Murillo S"
LAS,101,Freshman Seminar,3,10,1,1,4,2,0,3,0,1,0,0,0,0,3.35,"Soranso, Murillo S"
LAS,101,Freshman Seminar,3,6,2,4,4,0,0,1,1,0,1,0,3,0,2.93,"Soranso, Murillo S"
LAS,101,Freshman Seminar,2,14,1,1,2,1,1,2,0,0,0,0,0,0,3.58,"Soranso, Murillo S"
